APP,DIR,DIR_TEST,ARQ_SRC,TEST_SRC,LINES_SRC,TestLINES_SRC,METH_SRC,testMETH_SRC,PCKG_SRC,TEST_PCKG,AS_Studio,Eclipse,XML,JS,HTML,CSS,H,C,CPP,RB,PY,SCALA,DIR_VALUES,DIR_LAYOUT,DIR_DRAWABLE,ARQ_DRAWABLE,ARQ_VALUES,ARQ_LAYOUT,INTSMALL,INTNORMAL,INTLARGE,INTXLARGE,INTLDPI,INTMDPI,INTHDPI,INTXDPI,INTXXDPI,INTXXXDPI,INTNODPI,isBlResizeable,isBlSmallScreens,isBlNormalScreens,isBlLargeScreens,isBlXlargeScreens,isBlAnyDensity,getIntRequiresSmallestWidthDp,getIntCompatibleWidthLimitDp,getIntLargestWidthLimitDp,getScreenSize,getScreenDensity,isReqFiveWayNav,isReqHardKeyboard,getReqKeyboardType,getReqNavigation,getReqTouchScreen,getMinSdkVersion,getTargetSdkVersion,getMaxSdkVersion,getIntPortrait,getIntLandscape,getNetworkState,getNetworkState,getBluetooth,getBluetoothAdmin,getInternet,getChangeNetworkState,getChangeWifiState,getSrcAccelerometer,getSrcAmbient_temperature,getSrcGravity,getSrcGyroscope,getSrcLight,getSrcLinear_acceleration,getSrcMagnetic_field,getSrcOrientation,getSrcPressure,getSrcProximity,getSrcRelative_humidity,getSrcRotation_vector,getSrcTemperature,getSrcGpsLocation,getTesteAccelerometer,getTesteAmbient_temperature,getTesteGravity,getTesteGyroscope,getTesteLight,getTesteLinear_acceleration,getTesteMagnetic_field,getTesteOrientation,getTestePressure,getTesteProximity,getTesteRelative_humidity,getTesteRotation_vector,getTesteTemperature,getTesteGpsLocation,XMLgetStWifi,XMLgetStBluetooth,XMLgetStInternet,XMLgetStNetwork,XMLgetStLocation,XMLgetStAccess_gps,XMLgetStRecord_audio,getSrcConnected,getSrcGUI,getSrcResources,getSrcSensors,getSrcMultiple,getTesteConnected,getTesteGUI,getTesteResources,getTesteSensors,getTesteMultiple,getStandroid,getStjunit,getStrobolectric,getSthamcrest,getStfest,getStrobotium,getStselenium,getStespresso,getStuiautomator,getSteasymock,getStmock,getStmockito,getStmonkeyrunner,getStappium,getSttestng,getStjmeter,getStselendroid,getStFrameLayout,getStLinearLayout,getStTableLayout,getStGridLayout,getStRelativeLayout,getStTextView,getStButton,getStRadioButton,getStCheckBox,getStSwitch,getStToggleButton,getStImageView,getStProgressBar,getStSeekBar,getStRatingBar,getStSpinner,getStWebView,getStText,getStEditText,getStPersonName,getStPassword,getStPhone,getStMultilineText,getStNumber,getStRadioGroup,getStListView,getStGridView,getOnswipetouchlistener,getOndoubletaplistener,getOnscalegesturelistener,getShakelistener,getOndraglistener,getOnscrolllistener,XML_android:contentDescription,XML_android:screenOrientation,XML_android:inputType,XML_android:inputMethod,XML_android:phoneNumber,XML_android:password,XML_android:numeric,XML_android:digits,XML_android:autoText,XML_android:editable,XML_android:cursorVisible,XML_android:background,XML_android:textColor,XML_android:autoSizeTextType,XML_android:textSize,XML_android:textScaleX,XML_android:autoSizeMaxTextSize,XML_android:autoSizeMinTextSize,XML_android:autoSizePresetSizes,XML_android:lineSpacingMultiplier,XML_android:lineSpacingExtra,XML_android:letterSpacing,XML_android:animateLayoutChanges,XML_android:nextFocusForward,XML_android:nextFocusUp,XML_android:nextFocusDown,XML_android:nextFocusLeft,XML_android:nextFocusRight,XML_android:accessibilityPaneTitle,XML_android:accessibilityTraversalBefore,XML_android:accessibilityTraversalAfter,XML_android:accessibilityHeading,XML_android:cursorVisible,XML_androind:minWidth,XML_androind:minHeight,XML_androind:screenReaderFocusable,XML_androind:focusable,XML_android:hint,XML_android:labelFor,XML_android:accessibilityLiveRegion,XML_android:importantForAccessibility,XML_android:hapticFeedbackEnabled,SRC_setContentDescription,SRC_addCaptioningChangeListener,SRC_getFontScale,SRC_getLocale,SRC_getUserStyle,SRC_isEnabled,SRC_removeCaptioningChangeListener,SRC_setScreenOrientation,SRC_setRawInputType,SRC_setKeyListener,SRC_setTransformationMethod,SRC_setAutoText,SRC_setEditable,SRC_setCursorVisible,SRC_setBackgroundColor,SRC_setTextColor,SRC_setAutoSizeTextTypeWithDefaults,SRC_setTextSize,SRC_setTextScaleX,SRC_setAutoSizeTextTypeUniformWithConfiguration,SRC_setAutoSizeTextTypeUniformWithPresetSizes,SRC_setLineSpacing,SRC_setLetterSpacing,SRC_setLayoutTransition,SRC_setNextFocusForwardId,SRC_setNextFocusUpId,SRC_setNextFocusDownId,SRC_setNextFocusLeftId,SRC_setNextFocusRightId,SRC_setAccessibilityPaneTitle,SRC_setAccessibilityTraversalBefore,SRC_setAccessibilityTraversalAfter,SRC_setAccessibilityHeading,SRC_setCursorVisible,SRC_setMinWidth,SRC_setMinHeight,SRC_setScreenReaderFocusable,SRC_setFocusable,SRC_setHint,SRC_setLabelFor,SRC_onInitializeAccessibilityNodeInfo,SRC_replaceAccessibilityAction,SRC_setAccessibilityLiveRegion,SRC_setImportantForAccessibility,SRC_setHapticFeedbackEnabled,SRC_sendAccessibilityEvent,SRC_sendAccessibilityEventUnchecked,SRC_dispatchPopulateAccessibilityEvent,SRC_onPopulateAccessibilityEvent,SRC_onInitializeAccessibilityNodeInfo,SRC_onRequestSendAccessibilityEvent,SRC_onBindViewHolder,TOTAL_ACC_ATTRIBUTES,ACTIVITIES,SCORE_ACC_NORMALIZED,XML_ATT,SRC_ATT,ATT_Perceivable,ATT_Operable,ATT_Understandable,ATT_Robust
mynotes,7,10,6,2,459.0,24.0,1386,84,4,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,7,6,8,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,-,-,1,-,-,-,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-,-,-,-,-,-,1,0,1,0,0,0,0,0,0,0,0,5,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,5.3333335,16,0,15,0,1,0
lepsi-rozvrh,30,12,70,2,7670.0,24.0,23226,84,14,2,2,0,2,0,0,0,0,0,0,0,0,0,3,2,50,11,18,243,0,0,0,0,1,1,1,1,1,1,0,1,1,1,-,-,1,-,-,-,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,0,0,0,31,14,0,2,0,0,7,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,7,0,5,0,0,0,0,0,0,0,0,7,12,0,13,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,77,10,7.7,52,25,67,3,5,2
your-local-weather,13,13,129,2,26511.0,98.0,61110,294,10,1,2,0,2,0,0,0,0,0,0,0,0,0,44,1,7,51,36,2,0,0,0,0,0,1,1,1,1,1,1,1,1,1,-,-,1,-,-,-,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,159,0,0,9,254,5,0,24,20,0,74,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,61,0,7,0,0,0,0,0,0,0,0,61,59,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,20,0,26,0,0,0,0,0,0,0,0,10,11,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,383,12,31.916666,305,78,371,0,6,6
atalk-android,393,4,2258,0,250192.0,0.0,817446,0,283,1,3,0,2,0,0,0,0,0,0,0,0,0,30,12,18,66,396,156,0,0,0,0,0,1,1,1,1,0,1,1,1,1,-,-,1,-,-,-,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,963,6,0,189,1212,345,3,207,0,21,240,21,18,0,78,12,0,0,0,0,0,0,0,0,27,0,-,-,-,-,-,-,75,0,126,0,0,0,0,0,0,3,0,270,171,0,42,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,1,0,0,8,0,32,0,0,1,0,0,0,4,2,9,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,1,890,52,17.115385,807,83,758,14,117,1
phonograph,50,0,201,0,22340.0,0.0,81270,0,45,1,2,0,0,0,0,0,0,0,0,0,0,0,40,2,8,53,62,89,0,0,0,0,0,1,1,1,1,1,0,1,1,1,-,-,1,-,-,-,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,130,0,1,18,115,2,2,0,0,0,28,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,-,-,-,-,-,-,0,0,15,0,0,0,0,0,0,0,0,94,50,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,246,18,13.666667,198,48,219,0,15,12
calculator-notification,4,0,5,0,423.0,0.0,1092,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,19,5,2,12,0,0,0,0,1,1,1,1,1,1,0,1,1,1,-,-,1,-,-,-,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,38,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,52,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,1,54.0,54,0,54,0,0,0
habpanelviewer,16,6,103,2,9100.0,166.0,27048,672,14,2,2,0,0,0,0,0,0,0,0,0,0,0,3,1,2,8,15,17,0,0,0,0,0,1,0,0,0,0,0,1,1,1,-,-,1,-,-,-,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,14,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,-,-,-,-,-,-,0,0,2,0,0,0,0,0,0,0,0,8,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,12,2.25,22,5,25,0,2,0
world-scribe,16,10,70,2,7331.0,17.0,26502,42,10,2,4,0,0,0,0,0,0,0,0,0,0,0,4,1,4,10,35,20,0,0,0,0,0,1,1,1,0,0,0,1,1,1,-,-,1,-,-,-,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,68,0,0,6,60,24,3,1,1,0,13,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,-,-,-,-,-,-,13,0,18,0,0,0,0,0,0,0,0,86,108,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,358,0,-1.0,335,23,332,2,17,7
phyphox-android,6,9,38,1,17149.0,74.0,31248,126,4,1,2,0,4,0,0,0,0,0,0,0,0,0,26,1,7,32,18,37,0,0,0,0,0,1,1,1,1,1,0,1,1,1,-,-,1,-,-,-,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,17,1,3,8,36,0,9,12,1,0,12,1,0,0,2,0,0,0,0,0,0,0,0,4,1,0,-,-,-,-,-,-,5,0,4,0,0,0,0,0,0,2,0,15,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,4,4,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,3,23.666666,50,21,62,3,6,0
mbestyle,15,0,35,0,2030.0,0.0,6636,0,10,1,2,0,0,0,0,0,0,0,0,0,0,0,5,1,21,10,16,7,0,0,0,0,1,1,1,1,1,1,1,1,1,1,-,-,1,-,-,-,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,1,7,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,5,7,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,26,4,6.5,20,6,20,1,0,5
applock,30,2,76,0,6683.0,0.0,24234,0,20,1,3,0,2,0,0,0,0,0,0,0,0,0,3,2,33,10,26,35,0,0,0,0,1,1,1,1,1,1,0,1,1,1,-,-,1,-,-,-,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0,0,19,40,1,0,9,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,41,32,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,115,2,57.5,107,8,109,0,2,4
osmtracker-android,17,11,58,0,6947.0,0.0,14238,0,14,1,2,0,3,0,0,0,0,0,0,0,0,0,58,2,11,287,18,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,-,-,1,-,-,-,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,0,0,10,41,6,0,3,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,-,-,-,-,-,-,9,0,6,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,11,2.4545455,23,4,25,0,2,0
privacy-friendly-2048,9,10,20,2,3110.0,17.0,8316,42,5,2,2,0,0,0,0,0,0,0,0,0,0,0,4,2,1,10,37,12,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-,-,1,-,-,-,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,70,208,6,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,34,32,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,8,12.75,95,7,102,0,0,0
motioneye-client,32,22,83,4,12751.0,48.0,45024,168,10,2,2,0,2,0,0,0,0,0,0,0,0,0,5,4,3,16,54,57,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-,-,1,-,-,-,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,111,0,0,5,77,10,0,0,0,0,28,25,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-,-,-,-,-,-,17,0,14,0,0,0,0,0,0,0,0,16,9,0,73,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,162,6,27.0,146,16,133,7,12,10
opendnsupdater,17,11,41,2,2717.0,24.0,8274,84,11,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,6,6,7,17,0,0,0,0,0,1,1,1,1,1,0,1,1,1,-,-,1,-,-,-,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,13,24,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-,-,-,-,-,-,7,0,3,0,0,0,0,0,0,0,0,3,22,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,5,12.6,62,1,60,0,3,0
yalpstore,48,0,279,0,18084.0,0.0,65604,0,18,1,2,0,0,0,0,0,0,0,0,0,0,0,302,20,42,307,281,362,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-,-,1,-,-,-,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,367,5,0,35,471,81,2,17,0,0,174,37,0,6,10,0,0,0,0,0,0,0,0,0,10,0,-,-,-,-,-,-,80,0,27,0,0,0,0,0,0,0,0,89,33,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,562,17,33.058823,554,8,517,2,41,2
android-gpsd-client,5,0,6,0,466.0,0.0,1512,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,19,3,1,4,0,0,0,0,1,1,1,1,1,1,0,1,1,1,-,-,1,-,-,-,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,6.0,6,0,4,0,2,0
privacy-friendly-wifi-manager,19,10,58,2,3711.0,128.0,12054,168,13,2,2,0,0,0,0,0,0,0,0,0,0,0,5,2,23,11,22,15,0,0,0,0,1,1,1,1,1,1,0,1,1,1,-,-,1,-,-,-,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22,1,0,17,36,8,0,0,2,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,3,0,1,0,0,0,0,0,0,0,0,17,22,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,66,5,13.2,56,10,61,2,0,3
redreader,45,8,259,2,31630.0,293.0,83958,1302,35,2,1,0,0,0,0,0,0,0,0,0,0,0,23,1,20,29,26,44,0,0,0,0,1,1,1,1,1,1,0,1,1,1,-,-,1,-,-,-,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,22,0,0,2,21,1,0,4,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,1,0,10,0,0,0,0,0,0,0,0,13,13,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,2,0,9,119,19,6.263158,59,60,98,4,7,10
diceware-pass-gen,4,10,10,2,970.0,17.0,2142,42,2,2,2,0,0,0,0,0,0,0,0,0,0,0,3,1,6,6,7,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,-,-,1,-,-,-,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,1,36,3,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,-,-,-,-,-,-,6,0,0,0,0,0,0,0,0,0,0,9,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,6.6666665,20,0,20,0,0,0
