app,contentDescription,addCaptioningChangeListener,getFontScale,getLocale,getUserStyle,isEnabled,removeCaptioningChangeListener,screenOrientation,inputType,inputMethod,phoneNumber,password,numeric,digits,autoText,editable,background,textColor,autoSizeTextType,textSize,textScaleX,autoSizeMaxTextSize,autoSizeMinTextSize,autoSizePresetSizes,lineSpacingMultiplier,lineSpacingExtra,letterSpacing,animateLayoutChanges,nextFocusForward,nextFocusUp,nextFocusDown,nextFocusLeft,nextFocusRight,accessibilityPaneTitle,accessibilityTraversalBefore,accessibilityTraversalAfter,accessibilityHeading,cursorVisible,minWidth,minHeight,screenReaderFocusable,focusable,hint,labelFor,onInitializeAccessibilityNodeInfo,replaceAccessibilityAction,accessibilityLiveRegion,importantForAccessibility,hapticFeedbackEnabled,sendAccessibilityEvent,sendAccessibilityEventUnchecked,dispatchPopulateAccessibilityEvent,onPopulateAccessibilityEvent,onRequestSendAccessibilityEvent,onBindViewHolder,GP-score,GP-installs,CM-SumDIACodeElements,CM-IndexDIACodeElements,CM-SumIIACodeElements,CM-IndexIIACodeElements,CM-SumAllCodeElements,CM-IndexAllCodeElements,CM-SumPerceivableCodeElements,CM-SumOperableCodeElements,CM-SumUnderstandableCodeElements,CM-SumRobustCodeElements,AL-GetContentDescriptionOverride,AL-ClickableViewAccessibility,AL-ContentDescription,AL-KeyboardInaccessibleWidget,AL-LabelFor,AL-acc_issues,M-NonTextContent,M-IdentifyInputPurpose,M-ContrastMinimum,M-TargetSize,M-DuplicateContentDescription,M-Spacing,M-Orientation,M-PageTitled,M-acc_issues,W-perceivable_issues,W-operable_issues,W-understandable_issues,W-robust_issues,total_of_issues
goodtime,0.001594896331738437,0,0,0,0,1.3290802764486976e-4,0,0,3.9872408293460925e-4,0,0,0,0,0,0,0,0.001993620414673046,0.0011961722488038277,0,0.0029239766081871343,0,0,0,0,1.3290802764486976e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3290802764486976e-4,0,0,0,3.9872408293460925e-4,0,0,0,0,0,0,0,0,0,0,0,5.31632110579479e-4,4.560232,511233,0.0055821371610845294,6,0.0038543328017012226,4,0.009436469962785752,10,0.008373205741626795,1.3290802764486976e-4,3.9872408293460925e-4,5.31632110579479e-4,0,3.9872408293460925e-4,5.31632110579479e-4,0,2.658160552897395e-4,0.0011961722488038277,0.0018607123870281765,0,6.645401382243488e-4,2.658160552897395e-4,0,2.658160552897395e-4,0,7.974481658692185e-4,0.0057150451887293995,0.0033227006911217436,0.001063264221158958,2.658160552897395e-4,3.9872408293460925e-4,0.006911217437533227
habpanelviewer,0,0,0,0,0,1.0989010989010989e-4,0,0,3.2967032967032967e-4,0,0,0,0,0,0,0,9.89010989010989e-4,3.2967032967032967e-4,0,0.001098901098901099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1978021978021978e-4,0,0,0,0,0,0,0,0,0,0,0,0,3.707317,8266,0.0016483516483516484,3,0.0014285714285714286,3,0.003076923076923077,6,0.002857142857142857,0,2.1978021978021978e-4,0,0,1.0989010989010989e-4,1.0989010989010989e-4,0,0,2.1978021978021978e-4,0.0013186813186813187,0,3.2967032967032967e-4,1.0989010989010989e-4,0,1.0989010989010989e-4,0,1.0989010989010989e-4,0.0017582417582417582,0.0018681318681318681,2.1978021978021978e-4,0,1.0989010989010989e-4,0.001978021978021978
hacs,0,0,0,0,0,3.6310820624546115e-4,0,0,3.6310820624546115e-4,0,0,0,0,0,0,0,7.262164124909223e-4,0.002541757443718228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6310820624546115e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,154,7.262164124909223e-4,2,0.0036310820624546117,3,0.004357298474945534,5,0.0039941902687000725,0,3.6310820624546115e-4,0,0,0,0.0010893246187363835,0,0,0.0010893246187363835,0.0018155410312273058,7.262164124909223e-4,0.011619462599854757,0.0010893246187363835,0,0,0,0.0014524328249818446,0.022512708787218592,0.015250544662309368,0.002541757443718228,0,0,0.023602033405954976
hauk,1.9047619047619048e-4,0,0,0,0,0,0,0,9.523809523809524e-4,0,0,0,0,0,0,0,1.9047619047619048e-4,0.0015238095238095239,0,3.8095238095238096e-4,0,0,0,0,0,0,1.9047619047619048e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9047619047619048e-4,5.714285714285715e-4,0,0,0,0,0,0,0,0,0,0,0,5,183,0.002476190476190476,6,0.0017142857142857142,2,0.004190476190476191,8,0.0034285714285714284,0,7.619047619047619e-4,0,0,0,0,0,0,0,7.619047619047619e-4,0,0.001142857142857143,0.002476190476190476,0,0.0017142857142857142,0,3.8095238095238096e-4,0.008571428571428572,0.003619047619047619,0.002857142857142857,0,0,0.008571428571428572
heb12-mobile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,1.032,0.548,0,0,0,0.008,0.892,1.192,0.556,0,0,0.892
helsinki-timetables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0029580936729663105,0.003451109285127362,0,8.216926869350862e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6433853738701725e-4,0,0,0,0,0,0,0,0,0,0,0,0,3.19,66962,9.860312243221035e-4,2,0.006409202958093673,2,0.007395234182415777,4,0.007230895645028759,0,1.6433853738701725e-4,0,0,4.930156121610517e-4,4.930156121610517e-4,0,0,9.860312243221035e-4,0.07543138866064092,4.930156121610517e-4,0.07296631059983566,0.030238290879211174,0,0.0016433853738701725,0,0.0011503697617091207,0.015612161051766639,0.15102711585866885,0.031388660640920295,0,4.930156121610517e-4,0.016598192276088743
hu-eduroam,0.015228426395939087,0,0,0,0,0,0,0,0.030456852791878174,0,0,0,0,0,0,0,0.015228426395939087,0.07614213197969544,0,0.04060913705583756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1609197,30078,0.08629441624365482,3,0.09137055837563451,2,0.17766497461928935,5,0.17766497461928935,0,0,0,0,0,0,0,0.023688663282571912,0.023688663282571912,0.00338409475465313,0,0.00676818950930626,0.005076142131979695,0,0,0,0,0.01353637901861252,0.01015228426395939,0.005076142131979695,0.023688663282571912,0,0.03722504230118443
huewidgets,8.051529790660225e-4,0,0,0,0,0,0,0,4.0257648953301127e-4,0,0,0,0,4.0257648953301127e-4,0,0,4.0257648953301127e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0257648953301127e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,346,0.002012882447665056,4,4.0257648953301127e-4,1,0.0024154589371980675,5,0.002012882447665056,0,4.0257648953301127e-4,0,0,0,0,0,0,0,4.0257648953301127e-4,0,0,4.0257648953301127e-4,0,0,0,8.051529790660225e-4,0.0024154589371980675,4.0257648953301127e-4,0.0012077294685990338,0,0,0.0024154589371980675
kboard,0,0,0,0,0,0,0,0,0.00077399380804953565,0,0,0,0,0,0,0,0.00077399380804953565,0,0,0.00077399380804953565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00077399380804953565,0,0,0,0,0,0,0,0,0,0,0,0.00077399380804953565,3.6306307,253131,0.0023219814241486067,3,0.0015479876160990713,2,0.003869969040247678,5,0.0023219814241486067,0,0.00077399380804953565,0.00077399380804953565,0,0,0,0,0,0,0.005417956656346749,0,0.0046439628482972135,0.003869969040247678,0,0,0,0.0015479876160990713,0.016253869969040248,0.010061919504643963,0.005417956656346749,0,0,0.016253869969040248
ldap-sync,0,0,0,0,0,0,0,0,0.0024437927663734115,0,0,0,0,0,0,0,9.775171065493646e-4,9.775171065493646e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0039100684261974585,0,0,0,0,0,0,0,0,0,0,0,0,3.3333333,2531,0.00635386119257087,2,0.0019550342130987292,2,0.008308895405669599,4,0.004398826979472141,0,0.0039100684261974585,0,0,0,4.887585532746823e-4,9.775171065493646e-4,9.775171065493646e-4,0.0024437927663734115,0.003421309872922776,0,0.002932551319648094,0.002932551319648094,0,0.001466275659824047,0,0.001466275659824047,0.008797653958944282,0.008308895405669599,0.004398826979472141,0.0019550342130987292,0,0.011241446725317693
lepsi-rozvrh,9.126466753585397e-4,0,0,0,0,5.215123859191656e-4,0,0,6.51890482398957e-4,0,0,0,0,0,0,0,0.001303780964797914,0.0024771838331160367,0,0.0028683181225554106,0,0,0,0,0,0,0,3.911342894393742e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.51890482398957e-4,0,0,0,0,0,0,0,0,0,0,0,2.607561929595828e-4,4.773585,1533,0.005084745762711864,4,0.004954367666232073,5,0.010039113428943938,9,0.008735332464146024,3.911342894393742e-4,6.51890482398957e-4,2.607561929595828e-4,0,0,7.822685788787483e-4,0,0,7.822685788787483e-4,2.607561929595828e-4,0,0.0011734028683181225,1.303780964797914e-4,0,0,0,3.911342894393742e-4,0.0070404172099087356,0.002216427640156454,5.215123859191656e-4,0,0,0.007822685788787484
light-android-launcher,0,0,0,0,0,0,0,0,0.0016286644951140066,0,0,0,0,0,0,0,0.004885993485342019,0.004885993485342019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016286644951140066,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0.003257328990228013,2,0.009771986970684038,2,0.013029315960912053,4,0.011400651465798045,0,0.0016286644951140066,0,0,0,0.0016286644951140066,0.0016286644951140066,0,0.003257328990228013,0.0016286644951140066,0,0.003257328990228013,0.003257328990228013,0,0.0016286644951140066,0,0.004885993485342019,0.011400651465798045,0.008143322475570033,0.008143322475570033,0.0016286644951140066,0,0.014657980456026058
ltecleanerfoss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00823045267489712,0.01646090534979424,0,0.00823045267489712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.56,24651,0.00823045267489712,1,0.024691358024691357,2,0.03292181069958848,3,0.03292181069958848,0,0,0,0,0,0,0,0,0,0.012345679012345678,0.006172839506172839,0.01440329218106996,0.0205761316872428,0,0,0,0.00823045267489712,0.16666666666666666,0.03292181069958848,0.02880658436213992,0,0,0.16666666666666666
lttrs-android,4.5840018336007336e-4,0,0,0,0,0,0,0,5.730002292000917e-4,0,0,0,0,0,0,0,0.003781801512720605,8.022003208801283e-4,0,5.730002292000917e-4,0,0,0,0,0,2.2920009168003668e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.730002292000917e-4,0,0,0,0,0,0,0,0,0,0,0,3.4380013752005503e-4,4.5,203,0.002406600962640385,5,0.004927801971120789,3,0.007334402933761174,8,0.006417602567041027,0,5.730002292000917e-4,3.4380013752005503e-4,0,0,0.0022920009168003667,0,0,0.0022920009168003667,1.1460004584001834e-4,0,3.4380013752005503e-4,0,0,0,0,1.1460004584001834e-4,9.168003667201467e-4,0.0027504011001604402,1.1460004584001834e-4,0,0,0.0032088012835205133
manglish,0,0,0,0,0,0,0,0,0.00315955766192733,0,0,0,0,0,0,0.001579778830963665,0.00315955766192733,0.001579778830963665,0,0.004739336492890996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001579778830963665,0,0,0,0,0,0,0,0,0,0,0,0,4.388889,27984,0.009478672985781991,3,0.00631911532385466,3,0.01579778830963665,6,0.014218009478672985,0,0.001579778830963665,0,0,0,0.001579778830963665,0,0,0.001579778830963665,0.00315955766192733,0.001579778830963665,0.01263823064770932,0.004739336492890996,0,0.00315955766192733,0,0.001579778830963665,0.02527646129541864,0.022116903633491312,0.00631911532385466,0,0,0.026856240126382307
mbestyle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002955665024630542,0.0034482758620689655,0,0.0034482758620689655,0,0,0,0,0,0,0,4.926108374384236e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024630541871921183,4.1764708,3323,0.0034482758620689655,1,0.00935960591133005,4,0.012807881773399015,5,0.009852216748768473,4.926108374384236e-4,0,0.0024630541871921183,0,0,0.0034482758620689655,4.926108374384236e-4,0,0.003940886699507389,0.0049261083743842365,0,0.005911330049261084,0.001477832512315271,0,0.0019704433497536944,0,9.852216748768472e-4,0.00935960591133005,0.01625615763546798,0.0024630541871921183,4.926108374384236e-4,0,0.013300492610837438
mediclog,0,0,0,0,0,0,0,0,0.015915119363395226,0,0,0,0,0,0,0,0,0.001326259946949602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.015915119363395226,1,0.001326259946949602,1,0.017241379310344827,2,0.017241379310344827,0,0,0,0,0,0.010610079575596816,0,0.015915119363395226,0.026525198938992044,0.015915119363395226,0.001326259946949602,0.014588859416445624,0.017241379310344827,0,0.002652519893899204,0,0.005305039787798408,0.08488063660477453,0.04509283819628647,0.022546419098143235,0.015915119363395226,0,0.11140583554376658
moneywallet,8.116883116883117e-4,0,0,0,0,0,0,0,0.001913265306122449,0,0,0,0,0,0,0,0.001410791589363018,4.6382189239332097e-4,0,0.002879560915275201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.932591218305504e-5,0,0,1.932591218305504e-5,0.002029220779220779,0,0,0,0,0,0,0,0,0,0,0,7.343846629560915e-4,4.49,16229,0.007653061224489796,5,0.0026283240568954853,4,0.010281385281385282,9,0.007479128014842301,1.932591218305504e-5,0.0020485466914038344,7.343846629560915e-4,0,1.1595547309833024e-4,9.66295609152752e-5,0,0,2.1258503401360543e-4,8.503401360544217e-4,5.604514533085962e-4,8.310142238713667e-4,5.604514533085962e-4,0,0,0,1.5460729746444033e-4,0.0020871985157699443,0.00233843537414966,7.150587507730365e-4,0,1.1595547309833024e-4,0.00229978354978355
morse,0.02677746999076639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02585410895660203,0.023084025854108958,0,0.023084025854108958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.233610341643582e-4,4.2,161,0.04986149584487535,2,0.04986149584487535,3,0.0997229916897507,5,0.09879963065558633,0,0,9.233610341643582e-4,0,0.0046168051708217915,0,0,0,0.0046168051708217915,0.0018467220683287165,9.233610341643582e-4,0.0046168051708217915,0.008310249307479225,0,0,0,0.0018467220683287165,0.02585410895660203,0.007386888273314866,0.010156971375807941,0,0.0046168051708217915,0.030470914127423823
motioneye-client,0.001333228766371265,0,0,0,0,1.5685044310250176e-4,0,0,0.001254803544820014,0,0,0,0,0,0,0,0.0014116539879225158,7.058269939612579e-4,0,0.005725041173241315,0,0,0,0,0,0,0,3.921261077562544e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010979531017175123,0,0,0,0,0,0,0,0,0,0,0,7.842522155125088e-4,0,2070,0.009411026586150105,4,0.003450709748255039,5,0.012861736334405145,9,0.010587404909418868,3.921261077562544e-4,0.0010979531017175123,7.842522155125088e-4,0,0,9.411026586150106e-4,7.842522155125088e-5,0,0.0010195278801662614,1.5685044310250176e-4,0,7.058269939612579e-4,4.705513293075053e-4,0,1.5685044310250176e-4,0,1.5685044310250176e-4,0.0014900792094737667,0.001960630538781272,6.27401772410007e-4,7.842522155125088e-5,0,0.002509607089640028
mundraub-android,0,0,0,0,0,0,0,0,0.0010268857356235997,0,0,0,0,0,2.8005974607916355e-4,0,0.0015870052277819268,0,0,7.468259895444362e-4,0,0,0,0,0,9.335324869305452e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.667662434652726e-4,0,0,0,0,0,0,0,0,0,0,0,2.8005974607916355e-4,1.3225807,2988,0.0026138909634055266,5,0.0018670649738610904,2,0.004480955937266617,7,0.0037341299477221808,0,4.667662434652726e-4,2.8005974607916355e-4,0,0,7.468259895444362e-4,5.601194921583271e-4,5.601194921583271e-4,0.0018670649738610904,0.03435399551904406,0,0.006534727408513816,0.0014002987303958177,0,0,0,2.8005974607916355e-4,0.005881254667662435,0.04163554891710231,0.0016803584764749813,0.0011202389843166542,0,0.007748319641523525
mynotes,0.002178649237472767,0,0,0,0,0,0,0,0.002178649237472767,0,0,0,0,0,0,0,0.010893246187363835,0.004357298474945534,0,0.013071895424836602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002178649237472767,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0.0196078431372549,4,0.015250544662309368,2,0.034858387799564274,6,0.032679738562091505,0,0.002178649237472767,0,0,0,0.006535947712418301,0,0,0.006535947712418301,0.006535947712418301,0,0.02178649237472767,0.002178649237472767,0,0,0,0.004357298474945534,0.02178649237472767,0.034858387799564274,0.006535947712418301,0,0,0.02832244008714597
notepad,0,0,0,3.247807729782397e-4,0,0,0,0,3.247807729782397e-4,0,0,0,0,0,0,0,0.0022734654108476776,0.0022734654108476776,0,0.003247807729782397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.247807729782397e-4,0,0,0,0,0,0,0,0,0,0,0,0,4.385621,325269,0.004222150048717116,4,0.004546930821695355,2,0.008769080870412472,6,0.008444300097434233,0,3.247807729782397e-4,0,0,0.0012991230919129587,3.247807729782397e-4,9.74342318934719e-4,0,0.0025982461838259174,9.74342318934719e-4,0,0.004222150048717116,0.0012991230919129587,0,0,0,6.495615459564793e-4,0.01948684637869438,0.005521273140630075,0.001948684637869438,9.74342318934719e-4,0.0012991230919129587,0.0220850925625203
onpc,0.0016049524246245558,0,0,0,0,5.158775650578929e-4,0,0,3.4391837670526195e-4,0,0,0,0,5.731972945087699e-5,0,0,5.731972945087699e-4,3.4391837670526195e-4,0,1.7195918835263098e-4,1.1463945890175398e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.731972945087699e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,26567,0.0022927891780350797,5,0.0014903129657228018,4,0.0037831021437578815,9,0.0037257824143070045,0,5.731972945087699e-5,0,0,1.7195918835263098e-4,1.7195918835263098e-4,5.731972945087699e-5,0,4.0123810615613894e-4,8.597959417631549e-4,0,0.0017769116129771867,6.878367534105239e-4,0,0,0,1.1463945890175398e-4,0.0021781497191333257,0.0028086667430929726,8.024762123122779e-4,5.731972945087699e-5,1.7195918835263098e-4,0.0025793878252894646
openpods,0,0,0,0,0,0.002403846153846154,0,0,0,0,0,0,0,0,0,0,0,0.013221153846153846,0,0.003605769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5714285,3154,0.003605769230769231,1,0.015625,2,0.019230769230769232,3,0.019230769230769232,0,0,0,0,0,0,0,0,0,0.001201923076923077,0,0.001201923076923077,0,0,0,0,0.001201923076923077,0.001201923076923077,0.002403846153846154,0.001201923076923077,0,0,0.001201923076923077
opensudoku,0,0,0,0,0,4.998125702861427e-4,0,0,1.2495314257153568e-4,0,0,0,0,0,0,2.4990628514307136e-4,3.74859427714607e-4,4.998125702861427e-4,0,2.4990628514307136e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.74859427714607e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,4.63,9642,3.74859427714607e-4,2,0.001999250281144571,5,0.0023741097088591776,7,0.001999250281144571,0,3.74859427714607e-4,0,0,3.74859427714607e-4,7.49718855429214e-4,0,4.998125702861427e-4,0.0016243908534299637,0.001499437710858428,2.4990628514307136e-4,0.0028739222791453207,0.0016243908534299637,0,0,0,4.998125702861427e-4,0.015619142821441959,0.005372985130576034,0.0021242034237161063,4.998125702861427e-4,3.74859427714607e-4,0.017243533674871924
osmdashboard,4.987531172069825e-4,0,0,0,0,0,0,0,4.987531172069825e-4,0,0,0,0,0,0,0,0.00199501246882793,9.97506234413965e-4,0,0.00199501246882793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.987531172069825e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0.003491271820448878,4,0.0029925187032418953,2,0.006483790523690773,6,0.0059850374064837905,0,4.987531172069825e-4,0,0,0,0,0,0,0,0.00399002493765586,0,0.003491271820448878,0.030922693266832918,0,0,0,9.97506234413965e-4,0.011970074812967581,0.007481296758104738,0.03192019950124688,0,0,0.011970074812967581
osmtracker-android,0.0012955232474449402,0,0,0,0,0,0,0,8.636821649632935e-4,0,0,0,0,0,0,0,4.3184108248164676e-4,5.75788109975529e-4,0,4.3184108248164676e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.878940549877645e-4,0,0,0,0,0,0,0,0,0,0,0,0,4.17,29966,0.002878940549877645,4,0.0010076291924571758,2,0.0038865697423348207,6,0.0035986756873470564,0,2.878940549877645e-4,0,0,0,1.4394702749388226e-4,0,5.75788109975529e-4,7.197351374694113e-4,0.0010076291924571758,0,0.0018713113574204694,0.002303152439902116,0,2.878940549877645e-4,0,5.75788109975529e-4,0.00446235785231035,0.0033107816323592917,0.002878940549877645,5.75788109975529e-4,0,0.005182092989779761
paintroid,0.004205730307544029,0,0,0,0,0,0,0,7.009550512573382e-4,0,0,0,0,0,0,0,0.0017523876281433453,0.0021028651537720144,0,0.0018400070095505126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7523876281433454e-4,2.628581442215018e-4,0,0,0,0,0,0,0,0,0,0,0,3.664762,999283,0.007184789275387716,5,0.0038552527819153597,2,0.011040042057303075,7,0.01060194515026724,0,4.380969070358363e-4,0,0,0,0,0,0,0,0.0021904845351791817,8.761938140716727e-5,0.006220976079908876,0.0011390519582931745,0,2.628581442215018e-4,0,1.7523876281433454e-4,0.005432401647244371,0.008761938140716727,0.001314290721107509,0,0,0.005432401647244371
pdfviewer,0,0,0,0,0,0,0,0,7.818608287724785e-4,0,0,0,0,0,0,0,0.008600469116497263,0.001563721657544957,0,0.009382329945269743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,18555,0.010164190774042221,2,0.010164190774042221,2,0.020328381548084442,4,0.020328381548084442,0,0,0,0,0,7.818608287724785e-4,0,0,7.818608287724785e-4,0.0109460516028147,0,0.02111024237685692,0.007036747458952306,0,7.818608287724785e-4,0,0.004691164972634871,0.017982799061767005,0.033620015637216574,0.011727912431587178,0,0,0.018764659890539485
phonograph,0,0,0,0,0,0,0,0,6.714413607878246e-4,0,0,0,0,0,0,0,0.005058191584601611,0.002999104744852283,0,0.0010743061772605193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.714413607878246e-4,0,0,0,0,0,0,0,0,0,0,0,5.371530886302597e-4,4.06722,1944285,0.0024171888988361685,3,0.008594449418084155,3,0.011011638316920322,6,0.009803043867502238,0,6.714413607878246e-4,5.371530886302597e-4,0,2.6857654431512983e-4,0,6.714413607878246e-4,0,9.400179051029543e-4,5.371530886302597e-4,0,9.400179051029543e-4,2.2381378692927484e-4,0,0,0,8.952551477170994e-5,4.923903312444046e-4,0.0014771709937332139,3.1333930170098477e-4,6.714413607878246e-4,2.6857654431512983e-4,0.001432408236347359
phyphox-android,3.4987462825820747e-4,0,0,5.831243804303458e-5,0,1.1662487608606916e-4,0,0,2.915621902151729e-4,0,0,0,0,0,0,1.1662487608606916e-4,0.001107936322817657,6.997492565164149e-4,0,8.163741326024841e-4,0,5.831243804303458e-5,5.831243804303458e-5,0,0,0,0,5.831243804303458e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7493731412910373e-4,1.1662487608606916e-4,2.332497521721383e-4,0,0,0,0,0,0,0,0,0,0,0,4.466292,854646,0.0019826228934631757,8,0.0022741850836783487,6,0.004256807977141524,14,0.0036736835967111784,5.831243804303458e-5,5.248119423873112e-4,0,0,1.7493731412910373e-4,6.997492565164149e-4,1.1662487608606916e-4,1.7493731412910373e-4,0.0011662487608606917,1.1662487608606916e-4,0,0,1.1662487608606916e-4,0,0,0,5.831243804303458e-5,6.414368184733803e-4,8.163741326024841e-4,1.7493731412910373e-4,2.915621902151729e-4,1.7493731412910373e-4,0.0018076855793340719
pilfershushjammer,0.001135933358576297,0,0,0,0,0,0,0,0.001135933358576297,0,0,0,0,0,0,0,0.00605831124574025,0.001135933358576297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001135933358576297,0,0,0,0,0,0,0,0,0,0,0,0,4.15,37312,0.0034078000757288905,3,0.007194244604316547,2,0.010602044680045438,5,0.00946611132146914,0,0.001135933358576297,0,0,0,0,0,0,0,7.572889057175312e-4,0,0.001893222264293828,0.005679666792881484,0,0.0026505111700113595,0,3.786444528587656e-4,0.009844755774327906,0.005301022340022719,0.00605831124574025,0,0,0.009844755774327906
pin,0,0,0,0,0,0,0,0,7.751937984496124e-4,0,0,0,0,0,0,0,0.003875968992248062,7.751937984496124e-4,0,0,0,0,0,0,0,0,0,0,0.002325581395348837,0,0,0,0,0,0,0,0,0,0,0,0,0,7.751937984496124e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.003875968992248062,3,0.004651162790697674,2,0.008527131782945736,5,0.005426356589147287,0.002325581395348837,7.751937984496124e-4,0,0,7.751937984496124e-4,0.0015503875968992248,7.751937984496124e-4,0,0.0031007751937984496,0.0015503875968992248,0,0,0.0015503875968992248,0,0.0031007751937984496,0,7.751937984496124e-4,0.010077519379844961,0.006201550387596899,0.002325581395348837,7.751937984496124e-4,7.751937984496124e-4,0.01317829457364341
piwigo-android,0.001475548060708263,0,0,0,0,0,0,0,8.431703204047217e-4,0,0,0,0,0,0,0,0.002529510961214165,2.1079258010118043e-4,0,2.1079258010118043e-4,0,0,0,0,0,0,0,0,0,4.2158516020236085e-4,6.323777403035413e-4,0,0,0,0,0,0,0,0,0,0,0,2.1079258010118043e-4,0,0,0,0,0,0,0,0,0,0,0,2.1079258010118043e-4,2.8510637,8053,0.0037942664418212477,6,0.002951096121416526,3,0.006745362563237774,9,0.005269814502529511,0.0010539629005059021,2.1079258010118043e-4,2.1079258010118043e-4,0,0,0,0,4.2158516020236085e-4,4.2158516020236085e-4,4.2158516020236085e-4,0,0.0018971332209106238,0,0,0,0,2.1079258010118043e-4,0.00948566610455312,0.002318718381112985,2.1079258010118043e-4,4.2158516020236085e-4,0,0.00990725126475548
planes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014160962945480293,0,0,0.003540240736370073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.360160490913382e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12262,0.003776256785461411,2,0.0014160962945480293,1,0.00519235308000944,3,0.004956337030918102,2.360160490913382e-4,0,0,0,7.080481472740147e-4,0,0,0,7.080481472740147e-4,0.002124144441822044,0,0.0028321925890960587,0.0014160962945480293,0,4.720320981826764e-4,0,2.360160490913382e-4,9.440641963653528e-4,0.005428369129100779,0.0016521123436393675,0,7.080481472740147e-4,0.0016521123436393675
